year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2019,16200,2,12981,5,150,49.6,1
2017,10110,2,15342,1,20,68.9,1.5
2017,11830,2,5785,5,145,55.4,1
2016,10000,2,10699,1,20,68.9,1.5
2018,16198,2,24869,1,145,64.2,1.5
2017,18160,2,17583,5,145,41.5,2
2016,10560,2,38922,1,20,68.9,1.5
2016,10670,1,27977,5,125,51.4,1
2016,9710,2,14661,5,20,61.4,1
2016,9427,2,35577,1,20,68.9,1.5
2017,10060,2,16282,5,0,65.7,1
2018,16817,2,6360,5,145,39.2,1.5
2016,7690,2,27519,1,0,74.3,1.5
2018,20000,2,15822,1,145,54.3,2
2018,10450,2,17038,5,145,65.7,1
2018,12590,2,16313,5,145,58.9,1
2019,19236,1,4896,1,145,54.3,1.5
2019,16990,2,7546,5,145,47.9,1
2018,21750,3,18153,1,145,52.3,2
2019,19490,1,729,1,145,53.3,1.5
2018,16990,2,19500,5,145,58.9,1
2019,17990,2,11000,5,145,35.3,1.5
2018,14390,3,13952,5,145,45.6,1
2019,12890,2,5,5,145,43.5,1.2
2019,22990,3,4960,1,145,53.3,2
2015,7650,2,51205,1,20,67.3,1.6
2017,10490,2,9000,5,145,65.7,1
2018,25990,3,9600,1,145,47.9,2
2017,9280,2,28000,5,145,62.8,1
2018,17950,2,19500,1,145,47.9,2
2018,11490,2,13000,5,145,60.1,1
2016,16630,2,23905,1,125,56.5,2
2019,27580,2,7069,5,145,34.5,2.3
2017,7991,2,21790,5,0,65.7,1
2017,11290,2,19089,1,20,68.9,1.5
2017,11211,2,10307,5,0,65.7,1
2018,13510,1,13409,5,145,51.4,1
2017,16110,2,29145,1,145,54.3,2
2017,11990,2,10594,5,145,54.3,1
2018,9891,2,31639,5,145,65.7,1
2018,10290,2,29196,5,145,56.5,1
2017,10770,2,22176,5,20,60.1,1
2019,13210,2,11078,5,145,55.4,1
2018,14560,2,1090,5,145,54.3,1
2017,14130,2,14716,1,125,60.1,2
2016,11160,2,30665,5,30,54.3,1
2017,14440,3,57481,1,145,54.3,2
2019,23760,2,7962,1,145,37.7,2
2018,13647,2,10652,5,145,47.1,1
2016,12740,2,36215,1,125,60.1,2
2019,17990,3,1156,5,145,45.6,1
2017,10887,2,16342,5,145,61.4,1
2017,12192,2,21210,5,145,47.9,1.6
2015,8995,2,38001,5,20,60.1,1
2014,7599,2,32505,5,30,57.7,1
2015,6499,2,37000,5,0,65.7,1
2017,8199,2,36611,5,125,54.3,1.2
2015,6399,2,84000,1,0,74.3,1.5
2016,10499,3,19395,5,125,51.4,1
2017,7479,2,34302,5,145,57.7,1.2
2018,19979,3,6465,1,145,61.4,2
2017,10979,2,35735,5,125,51.4,1.5
2019,20479,2,4953,5,145,35.3,1.5
2018,11479,2,12553,5,145,65.7,1
2019,18479,2,10766,1,145,38.2,2
2015,13979,2,53855,1,125,56.5,2
2015,9979,2,36066,1,125,60.1,2
2014,6812,2,25104,5,30,54.3,1.2
2015,6125,2,55363,5,30,54.3,1.2
2017,10199,2,30358,5,30,55.4,1
2017,14730,2,31427,1,125,60.1,2
2015,8795,1,21140,5,145,47.9,1.6
2013,6350,2,40791,5,0,65.7,1
2014,9750,2,48509,1,205,47.9,2
2017,12295,2,14750,5,145,60.1,1
2017,13995,2,34960,1,125,60.1,2
2018,9995,2,6500,5,145,64.2,1.1
2018,10999,2,8968,5,145,55.4,1.1
2016,10491,2,24267,1,20,68.9,1.5
2017,10689,2,26058,1,145,74.3,1.5
2018,20991,2,6833,5,145,41.5,2
2015,8920,2,23068,1,0,78.5,1.5
2017,8830,2,40505,1,0,78.5,1.5
2016,7010,2,47312,1,0,88.3,1.5
2016,10495,2,15000,5,20,60.1,1
2017,12995,2,10300,5,20,60.1,1
2017,12995,2,10438,5,20,60.1,1
2018,12495,2,17900,5,145,56.5,1
2016,12295,3,19000,5,0,57.7,1
2019,18995,3,490,5,145,44.1,1
2013,6495,2,50500,5,30,56.5,1
2019,15370,2,7912,5,145,60.1,1
2019,16190,2,10737,1,145,74.3,1.5
2019,13890,1,5452,5,145,48.7,1
2019,14390,2,10889,5,145,58.9,1
2019,17030,2,8439,5,145,51.4,1.5
2019,14410,2,7100,5,145,60.1,1
2019,19610,2,9863,1,145,47.9,2
2017,10991,2,16022,5,145,65.7,1
2017,13210,2,33412,1,145,64.2,1.5
2018,16479,2,16349,5,145,45.6,1.5
2018,14979,2,25199,5,145,48.7,1.5
2018,10979,2,12760,5,145,65.7,1
2017,9479,2,32095,5,145,65.7,1
2018,16479,2,2596,5,145,60.1,1
2018,28975,2,14171,5,145,36.7,2.3
2017,10979,2,36730,5,30,54.3,1
2016,12840,2,14333,5,145,47.9,1.5
2017,15479,2,41391,1,145,56.5,2
2016,19979,3,21843,1,160,48.7,2
2019,16970,2,5802,5,145,60.1,1
2018,16479,2,18332,1,145,74.3,1.5
2017,16779,3,44424,1,125,52.3,2
2018,9679,2,14044,5,150,64.2,1.1
2017,9479,2,43786,5,0,65.7,1
2018,9979,2,58373,5,145,65.7,1
2014,5979,2,70071,5,0,65.7,1
2020,24979,1,2213,3,135,47.9,2
2018,12479,3,18559,5,145,48.7,1
2016,10940,1,14260,5,0,57.7,1
2013,6480,2,31101,1,20,67.3,1.6
2016,9820,2,36489,1,30,64.2,1.5
2019,14441,3,7220,5,145,48.7,1
2016,19170,3,3950,1,145,52.3,2
2018,10510,2,12070,5,145,65.7,1
2016,9320,2,21186,5,20,62.8,1
2017,17387,2,22342,5,145,41.5,2
2017,10490,1,14254,5,0,57.7,1
2016,11690,1,13325,1,30,58.9,1.5
2018,12970,2,7994,5,145,57.7,1
2017,16979,3,16411,1,145,54.3,2
2018,10179,2,15950,5,145,65.7,1
2017,9179,2,38807,5,145,65.7,1
2019,16479,2,11288,1,145,58.9,1.5
2019,33979,3,4988,1,145,43.5,2
2020,19979,2,1440,5,145,51.4,1
2018,10979,2,16430,5,145,65.7,1
2018,11000,2,16301,5,145,56.5,1
2018,11000,2,22845,5,145,56.5,1
2018,10590,2,33770,5,145,56.5,1
2017,17368,3,26861,1,145,54.3,2
2017,20479,2,19726,1,160,48.7,2
2017,11479,2,52639,1,145,74.3,1.5
2019,22979,2,8199,5,145,33.6,1.5
2020,28939,2,601,5,145,34.5,2.3
2014,6679,2,47368,5,0,65.7,1
2017,19303,3,43745,1,200,47.9,2
2013,5989,2,60143,5,0,65.7,1
2016,9989,3,15590,5,0,57.7,1
2015,9795,3,51250,1,160,48.7,2
2015,6645,2,72000,1,0,74.3,1.5
2016,8795,2,40600,5,125,53.3,1
2017,7499,2,19616,5,145,57.7,1.2
2014,7499,3,47329,5,160,44.8,1.6
2016,12799,2,48537,1,20,67.3,2
2016,8499,2,30484,1,20,68.9,1.5
2019,18479,2,15937,5,145,35.3,1.5
2016,9679,2,23608,5,20,62.8,1
2018,13979,2,16808,5,145,57.7,1
2017,10050,2,14773,5,0,65.7,1
2017,9930,2,21387,5,145,65.7,1
2017,9150,2,32023,5,145,65.7,1
2019,16030,2,9145,1,145,74.3,1.5
2018,17160,2,10267,5,145,39.2,1.5
2016,8211,2,36332,5,0,65.7,1
2017,18300,2,13813,5,145,41.5,2
2019,23179,2,12036,5,145,33.6,1.5
2019,16479,2,4470,1,145,58.9,1.5
2019,24979,2,10026,1,145,54.3,2
2017,11679,2,12278,5,125,52.3,1
2018,17979,2,34350,1,145,56.5,2
2018,14179,3,23807,5,145,48.7,1
2017,7489,2,12082,5,145,57.7,1.2
2019,16995,2,3500,5,145,53.3,1
2019,19995,1,6000,1,145,64.2,2
2016,9995,2,30468,5,0,65.7,1
2017,10495,2,27820,5,20,61.4,1
2018,11495,2,12700,5,150,56.5,1
2019,11295,2,1850,5,145,43.5,1.2
2017,10491,2,8679,5,145,65.7,1
2017,16000,1,21467,5,145,38.2,1.5
2017,15700,2,62124,1,160,48.7,2
2017,11180,2,30519,5,30,54.3,1
2017,7500,2,30668,5,150,57.7,1.2
2017,10500,2,10147,5,150,62.8,1
2018,13300,2,5687,5,150,62.8,1
2018,12500,2,4583,5,150,65.7,1
2016,8000,2,18455,5,125,54.3,1.2
2019,14000,2,10114,5,145,58.9,1
2017,9279,2,14576,5,145,65.7,1
2018,11679,2,16906,5,145,65.7,1
2019,9675,2,3850,5,145,47.9,1.2
2019,9279,2,9266,5,145,47.9,1.2
2018,17479,2,15121,5,145,40.3,1.5
2018,9750,2,9768,5,145,64.2,1.1
2020,33979,2,613,5,145,31.4,2.3
2018,10679,2,21085,5,145,65.7,1
2018,9679,2,10125,5,145,65.7,1
2019,15479,3,3280,5,145,48.7,1
2018,13970,2,9141,5,145,62.8,1
2018,18277,2,18646,1,145,67.3,2
2018,10490,2,14133,5,145,65.7,1
2019,19470,2,13522,1,145,47.9,2
2019,15520,2,6754,5,145,60.1,1
2019,15540,2,11881,5,145,60.1,1
2018,11500,2,17250,5,150,65.7,1
2018,13000,2,11887,5,145,58.9,1
2019,18000,2,4895,5,145,40.3,1.5
2017,9800,2,6555,5,145,64.2,1.1
2017,17800,2,27547,1,145,56.5,2
2018,12000,2,10097,5,145,65.7,1
2017,18000,2,43155,1,125,56.5,2
2017,10000,2,16956,5,150,65.7,1
2018,13000,2,29357,5,150,54.3,1
2017,10800,2,40988,1,145,74.3,1.5
2018,16500,3,3214,5,150,45.6,1
2018,10980,2,11083,5,145,65.7,1
2016,17495,2,37000,1,125,56.5,2
2019,16500,2,4578,5,145,58.9,1
2018,9500,2,4795,5,145,47.9,1.2
2018,9000,2,31894,5,145,55.4,1
2017,18800,3,22254,1,150,52.3,2
2019,14995,1,8342,5,145,48.7,1
2019,16495,2,3031,5,145,53.3,1
2018,11495,2,19709,5,145,65.7,1
2016,11995,2,19000,5,30,54.3,1
2017,12979,2,12518,5,145,47.9,1.6
2016,16479,2,24547,5,200,41.5,2
2019,24479,3,9770,1,145,54.3,2
2017,18979,2,36947,1,125,56.5,2
2013,7495,2,8603,5,30,54.3,1.2
2018,10495,2,10964,5,145,65.7,1
2017,10595,2,27500,5,150,61.4,1
2017,11995,2,11500,5,20,61.4,1
2017,11495,2,937,5,145,47.1,1.4
2017,14795,2,6688,5,145,45.6,1.5
2016,10795,2,15047,5,20,60.1,1
2016,11595,1,18147,5,160,44.8,1.5
2019,14995,2,843,5,145,60.1,1
2019,19995,2,2100,5,145,39.2,1.5
2019,19000,2,19874,1,145,60.1,2
2019,27000,1,18457,1,145,48.7,2
2017,12000,2,45267,1,145,54.3,2
2018,9500,2,14562,5,145,55.4,1.1
2018,12000,3,13378,5,145,54.3,1
2019,17500,1,1001,5,145,45.6,1
2017,9300,2,9918,5,0,65.7,1
2018,12000,2,9553,5,145,65.7,1
2018,10500,2,13427,5,145,65.7,1
2017,11900,3,18396,5,125,51.4,1
2018,12000,2,7526,5,145,65.7,1
2019,40000,2,813,5,145,22.8,5
2020,25000,2,2396,5,145,49.6,1
2018,13100,2,3874,5,145,65.7,1
2016,8000,2,23944,5,125,54.3,1.2
2018,16595,1,11421,5,145,38.2,1.5
2019,14000,2,11213,5,145,58.9,1
2018,10500,2,10995,5,145,65.7,1
2018,7600,2,22199,5,145,57.7,1.2
2019,30000,1,21457,1,145,37.2,2
2017,17979,2,22239,5,145,41.5,2
2017,14679,2,29210,5,160,45.6,1.5
2017,11179,2,37306,5,30,54.3,1
2013,9479,2,35537,1,145,53.3,2
2016,19279,2,24696,5,160,43.5,1.5
2017,10479,2,33446,1,145,74.3,1.5
2018,13990,2,44000,1,145,54.3,2
2018,13000,2,16853,1,145,74.3,1.5
2017,8990,2,14461,5,125,54.3,1.2
2017,12990,2,47235,1,150,60.1,2
2016,14795,2,6003,1,125,60.1,2
2019,17495,2,499,5,145,51.4,1
2017,10495,2,16457,5,125,52.3,1
2017,9495,2,48899,5,125,52.3,1
2018,10495,2,7642,5,145,65.7,1
2017,14495,2,9814,5,145,51.4,1.5
2017,10495,2,11264,5,145,55.4,1
2017,14750,2,12078,1,30,64.2,2
2017,10795,2,20418,5,145,60.1,1
2019,15990,2,8000,5,150,60.1,1
2018,13250,2,16581,5,150,54.3,1
2018,14750,2,5823,5,150,53.3,1
2019,22000,2,309,5,145,50.4,1
2019,21750,2,3417,5,145,40.3,1.5
2019,24990,2,3533,5,145,35.3,1.5
2013,5999,2,72551,5,0,65.7,1
2018,16999,1,37933,1,145,54.3,2
2017,18999,2,37881,1,125,56.5,2
2017,10499,2,12295,5,0,65.7,1
2016,9699,2,15323,5,0,65.7,1
2016,8490,3,29600,5,160,44.1,1.6
2015,10990,2,30000,5,145,47.9,1.6
2017,11990,2,11100,5,30,55.4,1
2019,24999,2,16448,1,145,55.4,2
2018,13995,2,7000,5,145,58.9,1
2019,15995,2,12200,5,145,60.1,1
2018,15690,2,10500,5,145,60.1,1
2019,17990,1,9800,5,145,41.5,1
2016,8495,2,29490,5,0,65.7,1
2016,9500,2,18735,5,20,62.8,1
2017,9950,2,21996,5,150,65.7,1
2017,16950,2,26140,5,145,41.5,2
2017,12000,2,16790,1,145,74.3,1.5
2018,18995,1,16000,5,145,38.2,1.5
2016,8495,2,40000,1,30,64.2,1.5
2018,12500,2,22494,5,150,60.1,1
2018,9990,2,15018,5,150,64.2,1.1
2019,15990,2,8933,5,150,60.1,1
2018,20000,2,12787,1,150,47.9,2
2017,10990,3,7939,5,150,44.1,1.6
2018,11000,2,7724,5,145,65.7,1
2017,10990,2,21647,5,145,60.1,1
2019,19320,1,15052,1,150,64.2,2
2017,8200,2,10396,5,145,54.3,1.2
2018,11990,2,6074,5,145,65.7,1
2018,14495,1,3000,5,145,54.3,1
2019,29890,2,6500,1,145,31.7,2
2019,40495,1,2000,5,145,22.1,5
2019,26490,2,4000,5,145,34.5,2.3
2018,16495,2,8000,5,145,45.6,1.5
2018,19490,2,3000,5,145,51.4,1.5
2018,18995,1,7000,1,145,74.3,1.5
2018,16195,1,440,5,145,50.4,1
2019,15995,2,12200,5,145,58.9,1
2018,14699,2,15937,1,145,80.7,1.5
2016,14499,2,40953,1,20,67.3,2
2018,9999,2,30472,1,145,85.6,1.5
2017,11699,2,11526,5,20,60.1,1
2019,19999,2,10281,1,145,51.4,2
2015,5699,2,50577,5,125,54.3,1.2
2015,7499,2,30136,5,30,54.3,1.2
2017,9999,2,23819,5,0,65.7,1
2018,12199,2,5304,5,145,60.1,1
2013,6999,2,24850,5,30,55.4,1
2016,17750,2,34980,1,125,56.5,2
2016,9775,2,34296,5,0,65.7,1
2018,30699,1,2889,1,145,37.2,2
2017,10999,3,31033,5,145,51.4,1
2016,7999,2,21875,5,125,54.3,1.2
2018,17499,2,5669,1,145,54.3,1.5
2019,15750,2,14195,5,145,58.9,1
2019,18620,2,11963,5,145,35.3,1.5
2019,19420,2,4842,5,145,35.3,1.5
2018,17775,3,14840,1,145,58.9,1.5
2017,12620,3,23829,5,125,51.4,1
2017,7750,2,48616,1,0,78.5,1.5
2017,9995,2,2146,5,125,54.3,1.2
2019,20299,2,4629,5,145,35.3,1.5
2019,19999,3,13006,1,145,37.7,2
2017,9799,2,14794,5,0,65.7,1
2017,9999,2,14303,5,145,64.2,1.1
2018,15499,2,15094,1,145,54.3,1.5
2017,14999,2,28000,1,145,64.2,1.5
2018,10699,2,12219,5,145,65.7,1
2019,28495,2,4000,5,145,34.5,2.3
2018,14995,2,9000,5,145,58.9,1
2019,29495,2,7000,1,145,31.7,2
2018,13995,1,6000,5,145,48.7,1
2017,20490,1,9000,1,145,54.3,2
2018,11995,2,10000,5,145,58.9,1
2017,14990,2,8000,1,145,68.9,1.5
2017,20490,1,17000,1,145,54.3,2
2019,16495,2,2000,5,145,58.9,1
2018,13995,2,11000,1,145,68.9,1.5
2018,14995,2,2000,5,145,54.3,1
2019,14995,2,1200,5,145,58.9,1
2019,15995,1,14000,5,145,51.4,1
2019,14995,2,15000,5,145,58.9,1
2018,15995,2,6000,1,145,80.7,1.5
2019,15495,2,8500,5,145,58.9,1
2019,14995,1,11000,5,145,50.4,1
2019,18490,1,1890,5,145,40.9,1.5
2018,17495,2,12000,1,145,54.3,1.5
2017,9499,2,14607,5,145,65.7,1
2017,15999,2,19660,1,145,60.1,2
2015,18499,1,24622,5,260,35.8,2
2018,15999,2,3796,1,145,80.7,1.5
2016,8999,2,46101,1,0,74.3,1.5
2017,10499,2,17221,5,20,62.8,1
2015,9999,2,44419,1,0,78.5,1.5
2018,16999,2,10435,1,145,54.3,1.5
2017,18749,2,35930,1,125,56.5,2
2018,15999,2,21688,1,145,54.3,1.5
2017,8494,2,39078,5,145,65.7,1
2015,7980,2,18534,5,125,54.3,1.2
2019,18499,2,8000,5,145,60.1,1
2015,8499,2,50502,1,0,74.3,1.5
2016,14699,2,42524,5,200,41.5,2
2015,8499,2,35000,5,125,52.3,1
2017,11999,2,9844,5,145,60.1,1
2017,7999,2,14467,5,30,57.7,1.2
2019,18499,2,10234,1,145,38.2,2
2015,9499,2,25000,5,20,60.1,1
2018,10999,2,35880,5,145,62.8,1
2018,19999,1,13859,5,145,38.2,1.5
2018,15999,3,8660,5,145,45.6,1
2017,7999,2,49391,5,145,53.3,1
2018,11899,2,16412,5,145,65.7,1
2019,19499,2,15956,1,145,47.9,2
2019,16199,2,6321,5,145,60.1,1
2018,14199,2,20112,5,145,54.3,1
2017,11499,2,19394,5,30,55.4,1
2018,12299,2,12403,5,145,57.7,1
2018,8799,2,10911,5,145,64.2,1.1
2018,9599,2,20203,5,145,65.7,1
2018,13999,2,10579,5,145,54.3,1
2018,16199,2,14365,1,145,64.2,1.5
2020,23999,2,1137,5,145,50.4,1
2019,22999,2,883,5,145,51.4,1
2019,11699,2,2559,5,145,43.5,1.2
2019,18299,2,2944,5,145,40.3,1.5
2019,18699,2,603,5,145,47.9,1
2019,15299,2,5303,5,145,58.9,1
2020,24799,2,641,5,145,50.4,1.5
2020,21499,2,807,1,145,62.8,1.5
2019,13399,2,9168,1,145,67.3,1.5
2018,10999,2,12438,1,145,88.3,1.5
2017,9699,2,10516,5,0,65.7,1
2017,10999,2,14748,5,145,65.7,1
2018,13599,2,6792,5,145,65.7,1
2018,16999,2,8000,1,145,60.1,2
2019,20499,2,6997,5,145,35.3,1.5
2018,15999,2,16371,1,145,47.9,2
2019,14999,2,5846,5,145,53.3,1
2018,10499,2,30000,5,145,56.5,1
2018,11499,2,16356,5,145,56.5,1
2019,15499,2,7852,5,145,60.1,1
2018,13999,2,12076,5,145,51.4,1
2017,23299,3,24558,1,200,47.9,2
2016,8500,3,34737,5,160,44.1,1.6
2018,10799,2,31146,5,145,65.7,1
2019,14199,2,6375,5,145,47.9,1
2019,14899,2,11322,5,145,58.9,1
2018,11999,2,33086,5,145,62.8,1
2018,19499,2,31504,1,145,56.5,2
2017,19499,2,29850,1,125,56.5,2
2017,16499,2,26410,1,125,56.5,2
2018,12699,2,35221,1,145,74.3,1.5
2018,15699,2,14241,1,145,64.2,1.5
2018,21999,3,13082,1,145,54.3,2
2018,11299,2,27567,5,145,65.7,1
2019,17999,2,4432,5,145,60.1,1
2019,17699,2,5443,5,145,60.1,1
2019,16999,2,4933,5,145,60.1,1
2018,16995,1,10688,1,145,74.3,1.5
2019,18199,2,7523,1,145,45.6,1.5
2017,12699,2,12614,5,145,47.9,1.6
2017,16199,2,18860,1,145,54.3,2
2019,24999,2,9488,5,145,34.5,2.3
2018,11499,2,22465,5,145,60.1,1
2018,13999,2,8610,5,145,54.3,1
2018,14899,2,10111,5,145,54.3,1
2018,11399,2,7957,5,145,65.7,1
2018,13499,2,18838,1,145,64.2,1.5
2018,10999,2,18571,5,145,65.7,1
2018,19999,3,31589,1,145,52.3,2
2017,17299,2,31355,1,145,56.5,2
2015,13399,2,23178,5,200,41.5,2
2016,10199,2,18606,5,20,62.8,1
2017,16999,2,19739,1,145,60.1,2
2018,14799,2,18772,5,145,54.3,1
2019,25399,2,8457,1,145,54.3,2
2018,14999,2,35553,1,145,60.1,2
2016,8999,2,30209,1,0,78.5,1.5
2018,15999,2,32362,1,145,54.3,2
2018,11499,2,27851,5,145,62.8,1
2018,11699,2,21581,5,145,62.8,1
2018,20999,3,20870,1,145,54.3,2
2018,13999,3,30320,1,145,45.6,2
2018,10799,2,28297,5,145,62.8,1
2014,6999,2,41633,5,30,56.5,1
2016,9499,2,44815,5,20,61.4,1
2018,15999,3,33343,1,145,54.3,2
2017,11699,2,14858,5,30,55.4,1
2018,8500,2,5819,5,145,57.7,1.2
2019,18299,2,9708,1,145,54.3,1.5
2018,20299,2,6987,5,145,41.5,2
2018,19299,2,8100,1,145,47.9,2
2017,17000,2,15962,1,30,54.3,2
2014,7199,2,46873,1,30,61.4,1.6
2017,10500,2,3347,5,0,65.7,1
2019,9500,2,6298,5,145,48.7,1.2
2020,42999,2,10,5,145,23.7,5
2019,16299,3,8383,5,145,48.7,1
2017,10799,2,23736,1,20,68.9,1.5
2016,9000,2,35756,1,0,74.3,1.5
2016,12099,2,30986,1,20,68.9,2
2019,14399,2,14539,5,145,40.4,1.5
2016,17199,3,25329,1,125,52.3,2
2019,15599,2,8001,5,145,60.1,1
2017,19299,2,19198,1,145,56.5,2
2019,15499,2,9982,5,145,52.3,1
2017,11000,2,14297,5,125,52.3,1
2017,18699,2,26372,1,145,56.5,2
2019,22000,2,11869,1,145,37.7,2
2019,10799,2,3078,5,145,48.7,1.2
2019,18999,2,4892,5,145,47.9,1
2019,15299,2,1758,5,145,58.9,1
2019,20499,2,20062,1,145,38.2,2
2019,20999,2,447,1,145,47.9,2
2019,11799,2,4126,5,145,58.9,1
2019,12799,2,2128,5,145,48.7,1.1
2017,15000,2,12555,1,145,60.1,2
2020,16199,2,264,5,145,58.9,1
2016,9399,2,17693,1,20,68.9,1.5
2019,15399,2,8793,5,145,58.9,1
2019,16199,3,8310,5,145,48.7,1
2019,14799,2,9817,5,145,60.1,1
2017,18399,2,40848,1,125,56.5,2
2017,11499,2,16470,5,30,55.4,1
2017,11499,2,28604,1,0,74.3,1.5
2017,11599,2,12890,5,145,52.3,1
2018,15800,1,6170,5,150,38.2,1.5
2018,18500,2,21901,1,150,67.3,2
2017,11000,3,9148,5,165,44.8,1.5
2017,16700,2,18293,1,145,60.1,2
2017,14500,2,31848,1,145,54.3,2
2016,9800,2,27128,5,20,62.8,1
2020,16299,2,915,5,145,53.3,1
2018,21200,2,26531,1,145,47.9,2
2018,11200,2,14338,5,150,62.8,1
2015,13800,2,26270,5,205,41.5,2
2019,14960,2,3599,5,145,60.1,1
2020,17499,2,34,5,145,58.9,1
2019,15799,2,3042,5,145,58.9,1
2019,15799,3,14788,5,145,48.7,1
2019,12799,2,6795,5,145,56.5,1
2019,16299,2,5681,5,145,60.1,1
2019,23999,2,1225,5,145,50.4,1
2019,29499,2,3158,1,145,45.6,2
2019,12299,2,13838,1,145,58.9,1.5
2017,13099,2,12022,5,145,62.8,1
2019,17000,2,1307,5,145,52.3,1
2020,19499,2,1083,5,145,52.3,1
2017,10399,2,22402,5,125,53.3,1
2018,19199,2,10611,5,145,41.5,2
2020,21499,2,58,5,145,55.4,1
2019,32599,3,5542,1,145,37.2,2
2017,10699,2,21913,1,0,78.5,1.5
2020,30999,1,10,5,145,39.8,1.5
2019,14999,2,11576,5,145,58.9,1
2018,15399,3,17973,5,145,54.3,1
2019,16399,3,7244,5,145,48.7,1
2017,10199,2,14685,5,30,56.5,1
2018,13299,2,16257,1,145,74.3,1.5
2017,11499,3,19145,5,0,57.7,1
2018,13499,2,19926,1,145,74.3,1.5
2017,11499,3,12837,5,160,44.8,1.5
2018,9799,2,9907,5,145,55.4,1.1
2018,17199,2,12459,5,145,39.2,1.5
2018,10899,2,10793,5,145,58.9,1
2019,21499,2,3252,1,145,65.7,2
2018,11500,2,7790,5,145,65.7,1
2020,20999,1,7,5,145,50.4,1
2016,11199,2,12128,1,20,68.9,1.5
2017,13099,1,8841,5,145,46.3,1.5
2018,16899,3,11009,1,145,58.9,1.5
2019,17000,2,7809,5,145,52.3,1
2016,13499,2,22165,1,30,64.2,1.5
2018,15199,2,8207,5,145,58.9,1
2017,12199,3,7832,5,0,57.7,1
2015,7999,2,39061,5,20,62.8,1
2016,10500,2,16640,5,0,65.7,1
2017,11500,2,20069,5,145,65.7,1
2018,11199,2,16035,5,145,65.7,1
2017,9799,2,21603,5,145,65.7,1
2017,20499,2,24151,1,145,48.7,2
2016,15000,2,27634,5,200,41.5,2
2018,17799,2,12273,1,145,64.2,1.5
2017,14499,2,23984,1,145,64.2,1.5
2017,19000,3,36708,1,145,52.3,2
2019,17000,2,12815,1,145,48.7,1.5
2019,22899,1,4665,3,135,47.1,2
2018,12499,2,11904,5,145,62.8,1
2017,12499,3,16943,5,125,51.4,1
2019,14300,3,8348,1,145,56.5,1.5
2015,9699,2,42214,5,145,47.9,1.6
2018,15499,2,6896,1,145,44.8,2
2014,6499,2,40213,5,30,55.4,1
2018,15000,2,15026,5,145,55.4,1
2016,15000,2,33770,1,125,56.5,2
2016,8499,2,15505,5,0,65.7,1
2020,25999,2,12,5,145,40.4,1.5
2016,10499,3,21099,5,160,44.8,1.5
2017,8699,2,25398,5,145,64.2,1.1
2018,18999,2,21791,1,145,67.3,2
2018,11699,2,18337,5,145,65.7,1
2018,12799,2,15526,5,145,62.8,1
2014,7199,2,38058,1,20,70.6,1.6
2019,18898,2,8800,5,150,51.4,1.5
2013,9486,2,40700,1,150,53.3,2
2018,8430,2,8500,5,150,47.9,1.2
2019,12000,2,50,5,145,58.9,1
2018,13994,2,12317,5,145,57.7,1
2018,10456,2,25000,5,145,65.7,1
2016,11784,2,6000,1,0,74.3,1.5
2016,10696,2,13000,5,20,60.1,1
2018,21199,2,6101,5,145,41.5,2
2016,9950,2,27863,1,20,68.9,1.5
2017,20000,2,26514,1,200,44.8,2
2018,14499,2,3937,5,145,47.1,1
2019,20499,2,1987,5,145,35.3,1.5
2016,11899,3,12656,5,0,57.7,1
2017,11000,2,5584,5,30,55.4,1
2013,5999,2,63424,5,30,56.5,1
2016,7499,2,22671,5,125,54.3,1.2
2018,16999,2,17243,1,145,54.3,1.5
2018,14999,2,5021,5,145,58.9,1
2015,6999,2,34793,1,20,70.6,1.6
2017,8499,2,30940,5,125,54.3,1.2
2018,12499,2,16819,5,145,61.4,1
2017,9999,2,70348,1,0,74.3,1.5
2017,10499,2,8218,5,0,65.7,1
2013,5499,2,69954,5,30,54.3,1.2
2017,9990,2,21475,5,150,65.7,1
2014,6500,2,40119,5,30,54.3,1.2
2018,17990,2,11028,5,150,40.3,1.5
2017,17990,2,26657,1,150,54.3,2
2018,15000,2,9760,5,150,62.8,1
2016,7991,2,50550,5,165,44.1,1.6
2016,9991,2,38765,5,145,47.9,1.6
2018,9995,2,32668,5,145,65.7,1
2017,9995,2,27175,5,145,52.3,1
2016,9995,2,13893,5,0,65.7,1
2018,14792,2,20700,5,145,40.3,1.5
2018,11979,2,33000,5,145,60.1,1
2014,7498,2,55000,5,30,55.4,1
2019,16294,1,13000,5,145,50.4,1
2016,8974,2,33000,5,0,65.7,1
2016,15498,3,34000,1,145,52.3,2
2015,8263,2,33000,5,0,65.7,1
2017,11287,2,12000,1,145,88.3,1.5
2015,8474,2,32000,5,20,61.4,1
2017,9445,2,20000,5,145,65.7,1
2018,16794,2,25000,1,145,60.1,2
2017,17474,2,26000,1,145,54.3,2
2017,15762,2,26000,1,125,60.1,2
2019,16982,2,4000,5,145,60.1,1
2016,8992,2,35646,5,20,60.1,1
2015,8942,2,33000,5,20,60.1,1
2018,10499,2,34886,5,145,65.7,1
2018,10000,2,32620,5,145,65.7,1
2019,16299,3,8398,5,145,48.7,1
2019,16500,3,5220,5,145,48.7,1
2017,11399,2,18001,5,20,62.8,1
2019,16800,2,30,5,145,58.9,1
2019,22000,1,13917,1,145,64.2,2
